"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 10:11:19 GMT 2021","Wed Aug 11 10:11:31 GMT 2021","12482","test","test_main","TestConduit","","","test__registration",""
"broken","Wed Aug 11 10:11:34 GMT 2021","Wed Aug 11 10:11:51 GMT 2021","17533","test","test_main","TestConduit","","","test__login",""
