"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 12:48:37 GMT 2021","Wed Aug 11 12:49:03 GMT 2021","26067","test","test_main","TestConduit","","","test__editing_article",""
"passed","Wed Aug 11 12:48:24 GMT 2021","Wed Aug 11 12:48:34 GMT 2021","10563","test","test_main","TestConduit","","","test__registration",""
