"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Wed Aug 11 09:54:43 GMT 2021","Wed Aug 11 09:54:46 GMT 2021","2254","test","test_main","TestConduit","","","test__registration",""
"broken","Wed Aug 11 09:54:48 GMT 2021","Wed Aug 11 09:54:51 GMT 2021","2219","test","test_main","TestConduit","","","test__login",""
