"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 13:21:52 GMT 2021","Wed Aug 11 13:22:07 GMT 2021","14528","test","test_main","TestConduit","","","test__pagination",""
"passed","Wed Aug 11 13:21:39 GMT 2021","Wed Aug 11 13:21:50 GMT 2021","10984","test","test_main","TestConduit","","","test__registration",""
