"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 13:07:51 GMT 2021","Wed Aug 11 13:08:05 GMT 2021","14492","test","test_main","TestConduit","","","test__list_articles",""
"passed","Wed Aug 11 13:07:37 GMT 2021","Wed Aug 11 13:07:48 GMT 2021","11094","test","test_main","TestConduit","","","test__registration",""
