"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 11 10:03:32 GMT 2021","Wed Aug 11 10:03:45 GMT 2021","13436","test","test_main","TestConduit","","","test__registration",""
"broken","Wed Aug 11 10:03:48 GMT 2021","Wed Aug 11 10:04:05 GMT 2021","17473","test","test_main","TestConduit","","","test__login",""
